730	1	FAMAS | Decommissioned (Well-Worn)
730	1	Five-SeveN | Flame Test (Field-Tested)
730	1	G3SG1 | Jungle Dashed (Field-Tested)
730	2	G3SG1 | Polar Camo (Field-Tested)
730	1	Galil AR | Sage Spray (Well-Worn)
730	1	Galil AR | Vandal (Well-Worn)
730	2	M4A1-S | Flashback (Field-Tested)
730	1	MAC-10 | Oceanic (Field-Tested)
730	1	MP7 | Cirrus (Field-Tested)
730	1	MP9 | Modest Threat (Field-Tested)
730	1	P250 | Contaminant (Well-Worn)
730	1	P90 | Grim (Field-Tested)
730	3	Sealed Graffiti | NaCl (Shark White)
730	1	Souvenir AUG | Sweeper (Field-Tested)
730	1	SSG 08 | Acid Fade (Factory New)
730	2	SSG 08 | Fever Dream (Field-Tested)
730	1	StatTrak™ AWP | Worm God (Field-Tested)
730	1	StatTrak™ Glock-18 | Off World (Well-Worn)
730	1	StatTrak™ SG 553 | Danger Close (Field-Tested)
730	1	StatTrak™ UMP-45 | Briefing (Field-Tested)
730	1	Tec-9 | Fubar (Battle-Scarred)
730	1	USP-S | Cortex (Field-Tested)
730	1	USP-S | Torque (Well-Worn)
753	1	1238840-Medic
753	1	1238840-Support
753	2	208650-Batmobile (Trading Card)
753	1	208650-Harley Quinn
753	2	218620-Bain
753	2	218620-Hoxton (Trading Card)
753	2	218620-Torn Page of the Guide of Bain
753	1	218620-Vlad
753	1	264710-Gasopod
753	1	264710-Peeper
753	2	264710-Sea Dragon Leviathan
753	2	264710-Sea Treader
753	1	264710-Stalker
753	1	356190-Brûz’s Mob
570	1	International 2025 Loading Screen #1
570	1	International 2025 Loading Screen #2
570	1	International 2025 Loading Screen #3
570	1	International 2025 Loading Screen #4
570	1	International 2025 Loading Screen #5
570	1	International 2025 Team Loading Screen - Aurora Gaming
570	1	International 2025 Team Loading Screen - BB Team
570	1	International 2025 Team Loading Screen - BOOM Esports
570	1	International 2025 Team Loading Screen - HEROIC
570	1	International 2025 Team Loading Screen - Natus Vincere
570	1	International 2025 Team Loading Screen - Nigma Galaxy
570	1	International 2025 Team Loading Screen - PVISION
570	1	International 2025 Team Loading Screen - Team Falcons
570	1	International 2025 Team Loading Screen - Team Liquid
570	1	International 2025 Team Loading Screen - Team Nemesis
570	1	International 2025 Team Loading Screen - Team Spirit
570	1	International 2025 Team Loading Screen - Team Tidebound
570	1	International 2025 Team Loading Screen - Tundra Esports
570	1	International 2025 Team Loading Screen - Wildcard
570	1	International 2025 Team Loading Screen - Xtreme Gaming
570	1	International 2025 Team Loading Screen - Yakutou Brothers
730	1	Chroma 2 Case
730	1	G3SG1 | Safari Mesh (Well-Worn)
730	1	MP7 | Army Recon (Field-Tested)
730	6	Operation Breakout Weapon Case
570	1	Armlets of the Eldwurm Crest
570	1	Armor of the Haunted Lord
570	1	Blade of Reckless Vigor
570	1	Bladeform Legacy - Mask
570	1	Blistering Shade
570	1	Bound Shark Flippers
570	1	Bracers of the Haunted Lord
570	1	Cloak of the Haunted Lord
570	1	Cuirass of the Eldwurm Crest
570	1	Fall 2016 Battle Pass Loading Screen III
570	1	Hatchets of Big 'Un
570	1	Haunted Claimant
570	1	Helm of the Eldwurm Crest
570	1	Helm of the Haunted Lord
570	1	Heroes Within Music Pack
570	1	Inscribed Alchemists Infuser
570	1	Inscribed Blades of Voth Domosh
570	1	Inscribed Fallen Sword
570	1	Inscribed Piston Impaler
570	1	Pauldrons of the Haunted Lord
570	1	Phantom Concord
570	1	Prison Buckler
570	1	Prison Shank
570	1	Shark Cowl
570	1	Shark Fin Cape
570	1	Shield of the Eldwurm Crest
570	1	Spear of Reckless Vigor
570	1	Spikes of Reckless Vigor
570	1	Style of Reckless Vigor
570	1	Sword of the Eldwurm Crest
570	1	Tassets of the Eldwurm Crest
753	1	588650-BITER SWARM
753	1	588650-FIRE BRANDS
753	1	588650-FROST BLAST
753	1	588650-THE ASSAULT SHIELD
753	2	588650-THE FIRE BOMB
753	1	588650-THE SCAVENGER SWORD
753	1	588650-THE SWIFT SWORD
